category,Clothing,price,original_price,rating,rating_count,scraped_date,size,color,material,discount_percentage,availability,is_bestseller,return_policy,delivery_time,trending,customer_reviews
Men Shirts,Shirt,1243,1321,3.8,5880,2025-08-02,XL,Olive,Rayon,5.9,Back in Stock,FALSE,45 days,7 days,FALSE,168
Men Shirts,Shirt,949,1311,4.6,7371,2025-08-02,XS,Green,Viscose,27.61,2-3 pieces left,FALSE,10 days,1 days,FALSE,497
Men Shirts,Shirt,1768,2394,4.4,3588,2025-08-02,XL,Beige,Jersey,26.15,Few Left,TRUE,30 days,4 days,FALSE,111
Men Shirts,Shirt,1207,2864,3.5,2473,2025-08-02,M,Mustard,Hemp,57.86,Back in Stock,FALSE,30 days,6 days,FALSE,438
Men Shirts,Shirt,750,824,3.5,3643,2025-08-02,XL,Brown,Tencel,8.98,Only 1 Left,FALSE,15 days,3 days,FALSE,57
Men Shirts,Shirt,1334,3219,3.8,2753,2025-08-02,S,Blue,Viscose,58.56,Limited Stock,TRUE,15 days,2 days,FALSE,177
Men Shirts,Shirt,735,1576,4.4,2383,2025-08-02,M,Rose Gold,Cotton,53.36,Only 1 Left,FALSE,45 days,7 days,FALSE,89
Women Dresses,Dress,1250,3425,4.3,2564,2025-08-02,M,Navy,Jersey,63.5,Limited Stock,FALSE,15 days,1 days,FALSE,169
Women Dresses,Dress,1046,1677,4.3,7859,2025-08-02,L,Turquoise,Viscose,37.63,Back in Stock,FALSE,45 days,7 days,FALSE,104
Women Dresses,Dress,1845,1965,4.6,2400,2025-08-02,XXL,Beige,Viscose,6.11,Pre-Order,FALSE,45 days,7 days,FALSE,185
Women Dresses,Dress,1379,1683,3.3,7070,2025-08-02,M,Mustard,Fleece,18.06,Few Left,FALSE,10 days,1 days,FALSE,403
Women Dresses,Dress,1272,1623,4.6,6927,2025-08-02,L,Charcoal,Bamboo,21.63,Few Left,FALSE,30 days,2 days,FALSE,349
Women Dresses,Dress,1121,1815,3.9,505,2025-08-02,XS,Cream,Lycra,38.24,Limited Stock,TRUE,45 days,3 days,TRUE,377
Women Dresses,Dress,1969,2343,3.4,6236,2025-08-02,XXL,Charcoal,Cashmere,15.96,Limited Stock,FALSE,10 days,3 days,FALSE,61
Women Dresses,Dress,1005,1785,4.4,2670,2025-08-02,XXL,Green,Fleece,43.7,Limited Stock,FALSE,30 days,4 days,FALSE,285
Women Dresses,Dress,1164,1355,4.4,920,2025-08-02,L,Grey,Denim,14.1,Limited Stock,FALSE,45 days,6 days,FALSE,426
Women Dresses,Dress,986,1279,3.9,1892,2025-08-02,S,Mint,Linen,22.91,Pre-Order,FALSE,15 days,5 days,FALSE,306
Women Dresses,Dress,1199,2515,3.6,3743,2025-08-02,3XL,Coral,Fleece,52.33,In Stock,TRUE,45 days,3 days,FALSE,193
Women Dresses,Dress,905,2230,3.6,7632,2025-08-02,XS,Mint,Silk,59.42,Coming Soon,FALSE,15 days,2 days,FALSE,429
Women Dresses,Dress,906,921,3.7,1024,2025-08-02,M,Brown,Hemp,1.63,Pre-Order,FALSE,15 days,4 days,FALSE,79
Women Dresses,Dress,987,2161,3.5,2629,2025-08-02,3XL,Sage,Rayon,54.33,Back in Stock,FALSE,10 days,2 days,FALSE,403
Women Tops,Camisole,790,1011,3.9,2818,2025-08-02,M,Yellow,Modal,21.86,Back in Stock,FALSE,15 days,3 days,FALSE,317
Women Tops,Peplum Top,640,810,3.4,5974,2025-08-02,XS,Black,Jersey,20.99,Coming Soon,FALSE,10 days,6 days,FALSE,491
Women Tops,Camisole,752,800,4.4,3430,2025-08-02,3XL,Orange,Denim,6,In Stock,FALSE,45 days,3 days,FALSE,245
Women Tops,Casual Top,685,862,3.8,6265,2025-08-02,XS,Orange,Spandex,20.53,Only 1 Left,FALSE,45 days,5 days,FALSE,216
Women Tops,Blouse,759,1044,4.7,2855,2025-08-02,XL,White,Rayon,27.3,2-3 pieces left,FALSE,45 days,1 days,FALSE,498
Women Tops,Crop Top,763,1275,4.3,7643,2025-08-02,3XL,Charcoal,Hemp,40.16,Back in Stock,FALSE,15 days,3 days,FALSE,248
Women Tops,Crop Top,804,821,3.2,1850,2025-08-02,3XL,Green,Spandex,2.07,Pre-Order,FALSE,15 days,5 days,FALSE,43
Women Tops,Casual Top,542,668,4.1,3251,2025-08-02,S,Orange,Cotton Blend,18.86,Only 1 Left,FALSE,30 days,2 days,FALSE,250
Women Tops,Peasant Top,533,583,3.5,4026,2025-08-02,3XL,Peach,Fleece,8.58,Pre-Order,TRUE,30 days,7 days,FALSE,300
Women Tops,Shirt,725,1033,3.2,7933,2025-08-02,3XL,Turquoise,Spandex,29.82,Few Left,FALSE,10 days,2 days,FALSE,36
Women Tops,Shirt,821,849,4.4,7394,2025-08-02,XXL,Maroon,Wool,3.3,Pre-Order,FALSE,45 days,5 days,FALSE,338
Women Tops,Camisole,736,1014,3.6,3033,2025-08-02,XXL,Burgundy,Linen,27.42,In Stock,FALSE,15 days,3 days,FALSE,407
Women Tops,T-Shirt,508,526,4.2,2819,2025-08-02,XS,Khaki,Linen,3.42,Coming Soon,FALSE,45 days,4 days,FALSE,215
Women Tops,Casual Top,610,825,3.5,6568,2025-08-02,XS,Burgundy,Denim,26.06,In Stock,FALSE,45 days,2 days,FALSE,108
Women Jeans,Jeans,1378,1596,3.4,3710,2025-08-02,XL,Orange,Wool,13.66,2-3 pieces left,FALSE,15 days,4 days,FALSE,158
Women Jeans,Jeans,1362,1762,3.4,865,2025-08-02,XS,Navy,Modal,22.7,Coming Soon,FALSE,15 days,7 days,FALSE,398
Women Jeans,Jeans,1089,2875,3.9,4826,2025-08-02,M,Yellow,Spandex,62.12,Few Left,FALSE,15 days,2 days,FALSE,431
Women Jeans,Other,1255,1438,4.1,6720,2025-08-02,XL,Peach,Lycra,12.73,In Stock,FALSE,45 days,2 days,TRUE,319
Women Jeans,Jeans,1453,1778,4.1,3794,2025-08-02,3XL,Navy,Cashmere,18.28,Back in Stock,FALSE,45 days,1 days,FALSE,262
Women Jeans,Jeans,1631,1658,4.2,4341,2025-08-02,3XL,Mint,Cashmere,1.63,Limited Stock,FALSE,15 days,1 days,FALSE,148
Women Jeans,Jeans,1268,1485,3.9,7356,2025-08-02,XXL,Lavender,Jersey,14.61,Pre-Order,FALSE,10 days,3 days,TRUE,418
Women Jeans,Jeans,1526,1553,3.3,3685,2025-08-02,L,Orange,Modal,1.74,Back in Stock,FALSE,45 days,7 days,FALSE,230
Women Jeans,Jeans,2303,2378,4.2,3522,2025-08-02,XS,Teal,Hemp,3.15,Back in Stock,FALSE,45 days,2 days,FALSE,389
Women Jeans,Jeans,979,1255,3.6,2259,2025-08-02,XL,Cream,Modal,21.99,Limited Stock,FALSE,15 days,4 days,FALSE,420
Women Jeans,Jeans,1416,1478,3.9,3381,2025-08-02,XXL,Rose Gold,Bamboo,4.19,Coming Soon,FALSE,30 days,7 days,FALSE,322
Women Jeans,Jeans,1274,1540,3.4,7266,2025-08-02,3XL,Charcoal,Viscose,17.27,Few Left,FALSE,10 days,1 days,FALSE,94
Women Jeans,Jeans,1380,1755,3.8,524,2025-08-02,XL,Yellow,Denim,21.37,Back in Stock,FALSE,45 days,4 days,FALSE,201
Women Jeans,Other,1629,1663,3.8,1930,2025-08-02,XXL,Green,Cotton Blend,2.04,Few Left,FALSE,10 days,1 days,FALSE,286
Men Hoodies,Hoodie,1232,1441,3.3,7226,2025-08-02,XXL,Black,Jersey,14.5,Only 1 Left,FALSE,45 days,6 days,FALSE,320
Men Hoodies,Hoodie,1546,1683,3.6,5799,2025-08-02,XS,Peach,Polyester,8.14,Only 1 Left,FALSE,45 days,5 days,TRUE,273
Men Hoodies,Hoodie,1053,1396,3.3,648,2025-08-02,XS,Rose Gold,Fleece,24.57,Few Left,FALSE,45 days,6 days,FALSE,477
Men Hoodies,Hoodie,1397,2850,4.1,2729,2025-08-02,S,Black,Polyester,50.98,In Stock,FALSE,45 days,6 days,FALSE,29
Men Hoodies,Hoodie,1786,2134,3.8,3889,2025-08-02,M,Blue,Tencel,16.31,2-3 pieces left,FALSE,30 days,3 days,FALSE,230
Men Hoodies,Hoodie,1273,1298,4.1,114,2025-08-02,XS,Cream,Linen,1.93,2-3 pieces left,TRUE,45 days,4 days,FALSE,167
Men Hoodies,Hoodie,1633,1836,3.6,5261,2025-08-02,XXL,Charcoal,Cotton Blend,11.06,2-3 pieces left,FALSE,45 days,3 days,TRUE,224
Men Hoodies,Hoodie,1181,1735,4.5,2232,2025-08-02,L,Red,Lycra,31.93,Only 1 Left,FALSE,15 days,2 days,TRUE,172
Men Hoodies,Hoodie,1267,1426,4.7,1681,2025-08-02,M,Khaki,Spandex,11.15,Only 1 Left,FALSE,30 days,1 days,FALSE,374
Men Hoodies,Hoodie,1140,1445,3.2,3963,2025-08-02,XXL,Cream,Rayon,21.11,2-3 pieces left,FALSE,30 days,2 days,FALSE,192
Men Hoodies,Hoodie,1230,1373,3.3,6156,2025-08-02,XL,Peach,Spandex,10.42,2-3 pieces left,FALSE,45 days,6 days,FALSE,421
Men Hoodies,Hoodie,1617,1994,4.1,515,2025-08-02,S,Khaki,Lycra,18.91,Only 1 Left,FALSE,30 days,6 days,FALSE,42
Men Hoodies,Hoodie,1103,1442,4.1,97,2025-08-02,L,Khaki,Cotton Blend,23.51,Pre-Order,FALSE,10 days,5 days,FALSE,442
Men Hoodies,Hoodie,1621,1736,4,7015,2025-08-02,XL,Charcoal,Bamboo,6.62,Pre-Order,FALSE,30 days,6 days,TRUE,398
Women Hoodies,Hoodie,975,990,3.5,2253,2025-08-02,XXL,Pink,Jersey,1.52,2-3 pieces left,FALSE,45 days,6 days,FALSE,301
Women Hoodies,Hoodie,1076,1468,3.9,493,2025-08-02,S,Pink,Lycra,26.7,Coming Soon,FALSE,10 days,1 days,FALSE,393
Women Hoodies,Hoodie,1475,3218,3.3,4298,2025-08-02,3XL,Green,Fleece,54.16,In Stock,FALSE,10 days,7 days,FALSE,399
Women Hoodies,Hoodie,1154,1299,4.4,3122,2025-08-02,L,Turquoise,Modal,11.16,Coming Soon,FALSE,15 days,6 days,FALSE,447
Women Hoodies,Hoodie,1356,1721,4.4,3913,2025-08-02,S,Sage,Denim,21.21,Pre-Order,FALSE,45 days,2 days,FALSE,167
Women Hoodies,Hoodie,1715,2033,4.4,7668,2025-08-02,3XL,Khaki,Jersey,15.64,Pre-Order,FALSE,45 days,6 days,FALSE,327
Women Hoodies,Hoodie,1394,1662,4.1,973,2025-08-02,XXL,Peach,Viscose,16.13,2-3 pieces left,FALSE,30 days,4 days,FALSE,107
Women Hoodies,Hoodie,1144,1396,4.6,2750,2025-08-02,M,White,Jersey,18.05,Limited Stock,FALSE,45 days,3 days,FALSE,10
Women Hoodies,Hoodie,1463,1750,3.7,7514,2025-08-02,XS,Orange,Viscose,16.4,Limited Stock,FALSE,30 days,5 days,FALSE,32
Women Hoodies,Hoodie,1478,2018,3.4,7758,2025-08-02,L,Green,Cotton Blend,26.76,In Stock,FALSE,10 days,3 days,FALSE,358
Women Hoodies,Hoodie,1572,2207,3.2,7071,2025-08-02,S,Teal,Denim,28.77,2-3 pieces left,FALSE,10 days,5 days,FALSE,360
Women Hoodies,Hoodie,994,1276,3.4,188,2025-08-02,3XL,Peach,Cotton Blend,22.1,Pre-Order,FALSE,30 days,4 days,FALSE,470
Women Hoodies,Hoodie,2178,2323,3.2,3749,2025-08-02,L,Rose Gold,Hemp,6.24,Back in Stock,FALSE,10 days,6 days,FALSE,315
Women Hoodies,Hoodie,1939,3547,4.4,5843,2025-08-02,XS,White,Linen,45.33,2-3 pieces left,FALSE,15 days,1 days,FALSE,18
Men Shorts,Shorts,882,1594,4.3,1966,2025-08-02,S,Mustard,Denim,44.67,In Stock,FALSE,10 days,1 days,FALSE,50
Men Shorts,Shorts,809,1290,4.5,7953,2025-08-02,M,Turquoise,Polyester,37.29,Few Left,FALSE,15 days,2 days,FALSE,386
Men Shorts,Shorts,903,996,4.4,3037,2025-08-02,XL,Mint,Lycra,9.34,Coming Soon,FALSE,10 days,7 days,FALSE,41
Men Shorts,Shorts,839,1207,3.9,2477,2025-08-02,XXL,Purple,Cotton Blend,30.49,Pre-Order,TRUE,45 days,1 days,FALSE,148
Men Shorts,Shorts,931,2585,4.1,6079,2025-08-02,M,Teal,Cotton,63.98,Pre-Order,TRUE,30 days,7 days,FALSE,34
Men Shorts,Shorts,900,1228,4.2,4589,2025-08-02,L,Lavender,Wool,26.71,Few Left,FALSE,15 days,2 days,TRUE,341
Men Shorts,Shorts,1164,1361,4.4,4661,2025-08-02,XS,Teal,Jersey,14.47,Only 1 Left,FALSE,45 days,7 days,FALSE,396
Men Shorts,Shorts,662,829,4.3,6383,2025-08-02,3XL,Mustard,Bamboo,20.14,Limited Stock,FALSE,45 days,3 days,FALSE,171
Men Shorts,Shorts,825,2279,4.7,6413,2025-08-02,L,Navy,Modal,63.8,Few Left,FALSE,45 days,2 days,FALSE,456
Men Shorts,Shorts,668,801,3.8,1739,2025-08-02,M,Purple,Polyester,16.6,2-3 pieces left,FALSE,10 days,7 days,FALSE,387
Men Shorts,Shorts,661,741,3.8,5217,2025-08-02,M,Maroon,Tencel,10.8,Pre-Order,FALSE,10 days,1 days,FALSE,86
Men Shorts,Shorts,911,964,3.2,7878,2025-08-02,S,Maroon,Viscose,5.5,Only 1 Left,FALSE,45 days,5 days,FALSE,275
Men Shorts,Shorts,1371,1813,3.6,516,2025-08-02,M,Orange,Viscose,24.38,Limited Stock,FALSE,45 days,1 days,FALSE,260
Men Shorts,Shorts,599,602,4.4,6424,2025-08-02,S,Peach,Cotton,0.5,In Stock,FALSE,30 days,6 days,FALSE,60
Women Skirts,Skirt,1004,1315,3.6,6931,2025-08-02,XL,Black,Fleece,23.65,Limited Stock,FALSE,15 days,4 days,FALSE,333
Women Skirts,Skirt,1067,1093,4.1,657,2025-08-02,XL,Mustard,Viscose,2.38,Pre-Order,FALSE,15 days,6 days,FALSE,380
Women Skirts,Skirt,1099,1317,4.7,2153,2025-08-02,L,Orange,Spandex,16.55,In Stock,TRUE,45 days,1 days,FALSE,56
Women Skirts,Skirt,925,942,3.6,7499,2025-08-02,XL,Mint,Jersey,1.8,Only 1 Left,FALSE,30 days,2 days,FALSE,20
Women Skirts,Skirt,1102,1130,3.9,6659,2025-08-02,XS,Beige,Cotton,2.48,Few Left,FALSE,30 days,7 days,FALSE,174
Women Skirts,Skirt,1114,1306,4.2,3590,2025-08-02,S,Orange,Bamboo,14.7,In Stock,FALSE,15 days,4 days,FALSE,488
Women Skirts,Skirt,864,1328,4.2,3628,2025-08-02,XL,Charcoal,Silk,34.94,Few Left,FALSE,30 days,6 days,FALSE,24
Women Skirts,Skirt,710,717,3.5,4397,2025-08-02,XS,Olive,Denim,0.98,Pre-Order,FALSE,15 days,5 days,FALSE,450
Women Skirts,Skirt,730,1063,4.6,2934,2025-08-02,3XL,Beige,Spandex,31.33,Limited Stock,FALSE,30 days,4 days,FALSE,467
Women Skirts,Skirt,849,1439,4.2,5799,2025-08-02,S,Charcoal,Bamboo,41,In Stock,FALSE,10 days,3 days,FALSE,7
Women Skirts,Skirt,720,972,3.6,3733,2025-08-02,3XL,Lavender,Tencel,25.93,2-3 pieces left,FALSE,30 days,7 days,FALSE,476
Women Skirts,Skirt,942,1315,3.4,7828,2025-08-02,XS,Mustard,Silk,28.37,2-3 pieces left,FALSE,45 days,7 days,FALSE,342
Women Skirts,Skirt,875,881,4.6,7965,2025-08-02,XXL,Black,Lycra,0.68,Coming Soon,FALSE,45 days,3 days,FALSE,477
Women Skirts,Skirt,806,2288,4.4,5041,2025-08-02,XL,Turquoise,Modal,64.77,Coming Soon,FALSE,15 days,5 days,FALSE,196
Men Tshirts,T-Shirt,363,584,4.1,7282,2025-08-02,M,Charcoal,Fleece,37.84,Back in Stock,FALSE,10 days,2 days,FALSE,198
Men Tshirts,T-Shirt,422,606,4.1,4166,2025-08-02,L,Rose Gold,Bamboo,30.36,Few Left,FALSE,10 days,6 days,FALSE,315
Men Tshirts,T-Shirt,349,457,4.5,3101,2025-08-02,L,Orange,Polyester,23.63,Only 1 Left,FALSE,45 days,6 days,FALSE,474
Men Tshirts,T-Shirt,415,666,4,5024,2025-08-02,L,Sage,Linen,37.69,Pre-Order,FALSE,45 days,2 days,FALSE,423
Men Tshirts,T-Shirt,730,808,4.4,4943,2025-08-02,XS,Black,Silk,9.65,Pre-Order,FALSE,45 days,2 days,FALSE,215
Men Tshirts,T-Shirt,510,1152,4.4,6598,2025-08-02,3XL,Rose Gold,Fleece,55.73,Coming Soon,FALSE,10 days,4 days,FALSE,379
Men Tshirts,T-Shirt,479,812,4.2,3839,2025-08-02,L,Sage,Rayon,41.01,Back in Stock,FALSE,15 days,5 days,FALSE,297
Men Tshirts,T-Shirt,444,601,4.4,5936,2025-08-02,M,Purple,Spandex,26.12,Back in Stock,FALSE,30 days,4 days,FALSE,145
Men Tshirts,T-Shirt,411,799,3.9,2082,2025-08-02,M,Brown,Cashmere,48.56,In Stock,TRUE,10 days,5 days,FALSE,411
Men Tshirts,T-Shirt,264,781,4.5,799,2025-08-02,M,Red,Fleece,66.2,Few Left,FALSE,10 days,7 days,FALSE,135
Men Tshirts,T-Shirt,481,582,4.5,2525,2025-08-02,3XL,Teal,Viscose,17.35,Only 1 Left,FALSE,30 days,7 days,FALSE,247
Men Tshirts,T-Shirt,363,411,4.6,779,2025-08-02,XL,Green,Wool,11.68,Limited Stock,FALSE,45 days,4 days,FALSE,311
Men Tshirts,T-Shirt,352,622,4.5,241,2025-08-02,3XL,Pink,Jersey,43.41,In Stock,FALSE,10 days,6 days,FALSE,6
Men Tshirts,T-Shirt,418,648,4.3,7551,2025-08-02,XS,Coral,Polyester,35.49,2-3 pieces left,FALSE,30 days,4 days,FALSE,11
Men Jeans,Jeans,1027,1285,4.3,5069,2025-08-02,3XL,Black,Polyester,20.08,In Stock,FALSE,15 days,4 days,FALSE,483
Men Jeans,Jeans,1364,3477,3.8,7044,2025-08-02,S,Teal,Lycra,60.77,Pre-Order,FALSE,45 days,3 days,TRUE,332
Men Jeans,Jeans,1255,1444,4.6,1158,2025-08-02,XXL,Mustard,Spandex,13.09,Only 1 Left,FALSE,30 days,7 days,FALSE,487
Men Jeans,Jeans,1975,2317,4.3,7160,2025-08-02,M,Purple,Silk,14.76,Back in Stock,FALSE,10 days,2 days,FALSE,322
Men Jeans,Jeans,1048,1393,3.9,3912,2025-08-02,XL,Peach,Polyester,24.77,2-3 pieces left,FALSE,10 days,4 days,FALSE,425
Men Jeans,Jeans,1218,1684,4.3,2648,2025-08-02,XXL,Cream,Denim,27.67,Few Left,FALSE,45 days,4 days,FALSE,333
Men Jeans,Jeans,1375,1693,3.8,5005,2025-08-02,S,Lavender,Jersey,18.78,Few Left,FALSE,30 days,1 days,FALSE,41
Men Jeans,Jeans,1192,1435,3.8,6081,2025-08-02,XXL,Peach,Silk,16.93,Coming Soon,FALSE,45 days,2 days,FALSE,193
Men Jeans,Other,1585,2544,4.4,7829,2025-08-02,S,Brown,Hemp,37.7,In Stock,FALSE,10 days,7 days,FALSE,329
Men Jeans,Jeans,1315,1501,4.3,7804,2025-08-02,3XL,Pink,Lycra,12.39,Coming Soon,FALSE,10 days,6 days,FALSE,82
Men Jeans,Jeans,1073,1090,4.3,6568,2025-08-02,M,Navy,Wool,1.56,In Stock,FALSE,45 days,2 days,FALSE,248
Men Jeans,Jeans,1259,1506,4.1,4500,2025-08-02,L,Purple,Silk,16.4,Coming Soon,FALSE,15 days,4 days,FALSE,101
Men Jeans,Jeans,1297,1390,3.9,7647,2025-08-02,M,Navy,Tencel,6.69,Few Left,FALSE,15 days,7 days,FALSE,308
Men Jeans,Jeans,1275,1396,4.4,3437,2025-08-02,M,Mustard,Tencel,8.67,Few Left,FALSE,15 days,2 days,FALSE,318
Men Shirts,Shirt,872,1206,4.1,5459,2025-08-02,XL,Brown,Linen,27.69,In Stock,FALSE,45 days,3 days,FALSE,157
Men Shirts,Shirt,627,655,4.5,1864,2025-08-02,XS,Sage,Lycra,4.27,Only 1 Left,FALSE,10 days,6 days,FALSE,480
Men Shirts,Shirt,960,1077,4.5,1480,2025-08-02,S,Mint,Modal,10.86,Few Left,FALSE,10 days,1 days,FALSE,208
Men Shirts,Shirt,843,1122,4,1039,2025-08-02,3XL,Charcoal,Viscose,24.87,Only 1 Left,FALSE,15 days,2 days,FALSE,56
Men Shirts,Shirt,812,2366,4,6420,2025-08-02,XXL,Red,Cashmere,65.68,Few Left,FALSE,45 days,4 days,FALSE,292
Men Shirts,Shirt,909,1107,4.4,7751,2025-08-02,L,Purple,Tencel,17.89,2-3 pieces left,FALSE,30 days,2 days,FALSE,108
Men Shirts,Shirt,525,1025,4,1435,2025-08-02,XS,Lavender,Cashmere,48.78,Limited Stock,FALSE,30 days,2 days,FALSE,450
Men Shirts,Shirt,560,1382,4.4,4459,2025-08-02,M,Maroon,Denim,59.48,Back in Stock,FALSE,30 days,7 days,FALSE,107
Men Shirts,Shirt,1191,1495,3.8,639,2025-08-02,XL,Navy,Tencel,20.33,Coming Soon,FALSE,15 days,5 days,FALSE,352
Men Shirts,Shirt,615,908,4,5704,2025-08-02,M,Teal,Hemp,32.27,Few Left,FALSE,45 days,7 days,FALSE,250
Men Shirts,Shirt,652,1016,4.2,7997,2025-08-02,S,White,Cotton,35.83,2-3 pieces left,FALSE,45 days,7 days,FALSE,301
Men Shirts,Shirt,942,1702,4,475,2025-08-02,L,Green,Fleece,44.65,Back in Stock,FALSE,45 days,3 days,FALSE,340
Men Shirts,Shirt,827,969,4.4,4323,2025-08-02,3XL,Pink,Cotton,14.65,Limited Stock,TRUE,15 days,1 days,FALSE,404
Men Shirts,Shirt,767,894,4.3,6736,2025-08-02,XXL,Peach,Silk,14.21,Few Left,FALSE,15 days,7 days,FALSE,201
Women Dresses,Dress,690,913,4.1,5721,2025-08-02,M,Grey,Fleece,24.42,2-3 pieces left,FALSE,10 days,7 days,FALSE,24
Women Dresses,Dress,766,1147,4.4,1857,2025-08-02,3XL,Teal,Modal,33.22,Pre-Order,FALSE,30 days,5 days,FALSE,115
Women Dresses,Dress,883,1103,3.9,3931,2025-08-02,S,Khaki,Lycra,19.95,Only 1 Left,FALSE,15 days,5 days,FALSE,166
Women Dresses,Dress,865,884,4.4,4397,2025-08-02,M,Green,Jersey,2.15,Back in Stock,FALSE,10 days,1 days,TRUE,67
Women Dresses,Dress,1448,2251,4.3,7019,2025-08-02,XXL,Cream,Linen,35.67,Limited Stock,FALSE,45 days,7 days,FALSE,212
Women Dresses,Dress,553,896,4.5,4332,2025-08-02,XXL,Blue,Spandex,38.28,Pre-Order,FALSE,15 days,6 days,FALSE,226
Women Dresses,Dress,814,1187,4,3130,2025-08-02,L,Grey,Cotton,31.42,In Stock,FALSE,45 days,3 days,FALSE,308
Women Dresses,Dress,823,1046,4.3,5129,2025-08-02,L,Mint,Polyester,21.32,Coming Soon,FALSE,10 days,4 days,FALSE,87
Women Dresses,Dress,484,861,4.6,3654,2025-08-02,M,Peach,Linen,43.79,Only 1 Left,FALSE,10 days,4 days,FALSE,127
Women Dresses,Dress,907,1175,4.4,4730,2025-08-02,M,Pink,Cashmere,22.81,Back in Stock,FALSE,15 days,6 days,FALSE,122
Women Dresses,Dress,1030,2984,4.6,6046,2025-08-02,3XL,Cream,Polyester,65.48,Limited Stock,FALSE,30 days,5 days,FALSE,282
Women Dresses,Dress,1066,1437,4.1,6983,2025-08-02,XL,Blue,Cotton Blend,25.82,Coming Soon,FALSE,15 days,6 days,FALSE,166
Women Dresses,Dress,713,1008,4.4,7809,2025-08-02,3XL,Teal,Wool,29.27,Few Left,FALSE,10 days,3 days,TRUE,143
Women Dresses,Dress,821,864,4,7842,2025-08-02,3XL,Mustard,Jersey,4.98,Only 1 Left,TRUE,30 days,2 days,FALSE,118
Women Tops,Crop Top,469,707,4,1230,2025-08-02,XS,Blue,Polyester,33.66,Only 1 Left,FALSE,10 days,3 days,FALSE,436
Women Tops,Crop Top,319,671,3.8,2662,2025-08-02,XS,Brown,Cotton,52.46,Only 1 Left,FALSE,10 days,3 days,FALSE,326
Women Tops,Crop Top,338,647,4,4136,2025-08-02,XL,Green,Hemp,47.76,Back in Stock,FALSE,45 days,6 days,FALSE,192
Women Tops,T-Shirt,561,936,3.9,1925,2025-08-02,XXL,Peach,Denim,40.06,Limited Stock,FALSE,45 days,7 days,FALSE,329
Women Tops,Peasant Top,339,656,3.9,419,2025-08-02,M,Mint,Bamboo,48.32,Coming Soon,FALSE,10 days,4 days,FALSE,489
Women Tops,Tank Top,583,832,4.4,5582,2025-08-02,M,Maroon,Jersey,29.93,2-3 pieces left,FALSE,30 days,5 days,FALSE,292
Women Tops,Peplum Top,424,472,4.1,3305,2025-08-02,S,Yellow,Cotton Blend,10.17,Few Left,FALSE,15 days,5 days,FALSE,165
Women Tops,Cold Shoulder Top,477,636,4.6,3988,2025-08-02,L,Mint,Bamboo,25,Only 1 Left,FALSE,45 days,7 days,FALSE,168
Women Tops,T-Shirt,717,1091,4.4,349,2025-08-02,S,Grey,Cashmere,34.28,Pre-Order,FALSE,45 days,5 days,FALSE,375
Women Tops,Tank Top,600,757,4,7245,2025-08-02,L,Mint,Cotton,20.74,Coming Soon,FALSE,45 days,3 days,FALSE,282
Women Tops,Crop Top,620,851,3.9,2674,2025-08-02,XS,Burgundy,Hemp,27.14,Pre-Order,FALSE,30 days,2 days,FALSE,189
Women Tops,Halter Top,561,893,4.4,458,2025-08-02,XL,Mint,Polyester,37.18,In Stock,TRUE,15 days,1 days,TRUE,268
Women Tops,Casual Top,813,943,4.3,5408,2025-08-02,XL,Brown,Tencel,13.79,Few Left,FALSE,30 days,1 days,FALSE,220
Women Tops,T-Shirt,516,744,3.8,7058,2025-08-02,3XL,Green,Jersey,30.65,Only 1 Left,FALSE,10 days,7 days,FALSE,285
Women Jeans,Other,935,1492,3.9,4509,2025-08-02,M,Sage,Modal,37.33,2-3 pieces left,FALSE,15 days,7 days,FALSE,465
Women Jeans,Jeans,1174,2012,3.8,1260,2025-08-02,M,Rose Gold,Fleece,41.65,2-3 pieces left,FALSE,10 days,6 days,FALSE,20
Women Jeans,Jeans,995,1580,4,3423,2025-08-02,XS,Turquoise,Linen,37.03,2-3 pieces left,FALSE,30 days,2 days,FALSE,237
Women Jeans,Jeans,1271,1295,3.9,532,2025-08-02,M,Peach,Bamboo,1.85,Coming Soon,FALSE,45 days,6 days,FALSE,322
Women Jeans,Jeans,955,1086,3.8,3080,2025-08-02,L,White,Rayon,12.06,In Stock,FALSE,15 days,5 days,FALSE,348
Women Jeans,Jeans,853,983,4.3,1389,2025-08-02,M,White,Jersey,13.22,Coming Soon,FALSE,30 days,4 days,FALSE,385
Women Jeans,Jeans,917,1257,4,2608,2025-08-02,S,Charcoal,Modal,27.05,Only 1 Left,FALSE,30 days,4 days,FALSE,402
Women Jeans,Jeans,1436,1602,4.4,2828,2025-08-02,XL,Brown,Polyester,10.36,2-3 pieces left,FALSE,30 days,5 days,FALSE,250
Women Jeans,Jeans,1201,1356,4.4,6624,2025-08-02,3XL,Charcoal,Lycra,11.43,Limited Stock,FALSE,15 days,7 days,FALSE,422
Women Jeans,Jeans,1072,1450,4.1,135,2025-08-02,L,Cream,Cotton Blend,26.07,Back in Stock,FALSE,45 days,4 days,FALSE,334
Women Jeans,Jeans,1385,4250,4.2,5945,2025-08-02,L,White,Fleece,67.41,Pre-Order,FALSE,10 days,6 days,FALSE,316
Women Jeans,Other,1429,1592,4,3599,2025-08-02,M,Teal,Denim,10.24,Limited Stock,FALSE,15 days,3 days,FALSE,43
