category,price,original_price,rating,rating_count,scraped_date,size,color,material,discount_percentage,availability,is_bestseller,return_policy,delivery_time,trending,customer_reviews,product_engagement
Men Shirts,1649,3370,4.4,2124,2025-08-16,L,Navy,Silk,51.07,Coming Soon,TRUE,45 days,7 days,TRUE,143,40.71071916
Men Hoodies,1529,3034,4,3133,2025-08-16,M,Khaki,Spandex,49.61,Pre-Order,TRUE,30 days,6 days,TRUE,182,39.20026169
Women Skirts,866,1047,4.2,1720,2025-08-16,M,Beige,Linen,17.29,Few Left,FALSE,30 days,7 days,FALSE,278,31.29277534
Women Hoodies,827,957,3.9,5638,2025-08-16,M,Mint,Fleece,13.6,Coming Soon,TRUE,45 days,8 days,TRUE,497,40.68610189
Women Jeans,452,1211,4.5,1074,2025-08-16,S,Navy,Tencel,62.7,Back in Stock,TRUE,10 days,1 days,TRUE,124,38.41034173
Women Skirts,1379,3751,3.9,0,2025-08-16,XL,Navy,Silk,63.24,In Stock,FALSE,30 days,7 days,TRUE,0,2.5
Men Shirts,1448,2210,3.8,6649,2025-08-16,XS,Grey,Polyester,34.5,Only 1 Left,TRUE,45 days,5 days,TRUE,864,40.44901411
Men Shorts,708,1138,4.1,5745,2025-08-16,XL,Mustard,Bamboo,37.82,Only 1 Left,TRUE,10 days,5 days,TRUE,1096,42.49066288
Men Hoodies,1263,3652,3.9,5158,2025-08-16,XS,Teal,Modal,65.42,Limited Stock,TRUE,15 days,4 days,TRUE,464,40.33914236
Men Shorts,1129,1469,4.4,3928,2025-08-16,XL,Mustard,Rayon,23.18,Only 1 Left,TRUE,45 days,4 days,TRUE,226,43.41501697
Men Shirts,1829,3111,3.2,439,2025-08-16,M,Grey,Hemp,41.21,Back in Stock,TRUE,45 days,5 days,FALSE,34,23.97767913
Men Shorts,1924,6137,3.8,3261,2025-08-16,M,Orange,Modal,68.65,Coming Soon,TRUE,30 days,8 days,TRUE,514,37.74236398
Men Jeans,485,1375,4.2,5033,2025-08-16,M,Cream,Spandex,64.75,Pre-Order,TRUE,10 days,2 days,TRUE,684,42.80067474
Women Skirts,1045,4995,3.8,1346,2025-08-16,XL,Yellow,Modal,79.08,Pre-Order,TRUE,10 days,1 days,TRUE,91,34.38141367
Men Tshirts,1984,5526,3.8,6965,2025-08-16,XXL,Maroon,Hemp,64.1,In Stock,TRUE,30 days,3 days,TRUE,919,40.62542651
Men Shirts,1699,2731,4.5,5407,2025-08-16,XL,Sage,Modal,37.8,Pre-Order,TRUE,15 days,2 days,TRUE,843,45.68035578
Women Tops,862,2302,4.1,1565,2025-08-16,XL,White,Modal,62.56,Limited Stock,TRUE,10 days,4 days,TRUE,114,37.16074749
Men Shorts,856,2534,3.5,1775,2025-08-16,S,Turquoise,Wool,66.23,Back in Stock,TRUE,10 days,7 days,TRUE,339,33.18741623
Women Tops,1812,4202,3.5,2002,2025-08-16,3XL,Orange,Cotton Blend,56.88,Limited Stock,TRUE,10 days,5 days,TRUE,209,33.60840467
Women Hoodies,882,1153,3.9,5882,2025-08-16,S,Pink,Cotton,23.57,Limited Stock,TRUE,45 days,4 days,TRUE,688,40.85130625
Men Shorts,1084,1567,4.2,5545,2025-08-16,L,Yellow,Wool,30.84,Limited Stock,TRUE,15 days,4 days,TRUE,571,43.20749535
Men Jeans,1693,5799,3.7,8231,2025-08-16,3XL,Coral,Polyester,70.81,Coming Soon,TRUE,15 days,8 days,TRUE,950,40.35840183
Men Shirts,1465,2779,3.8,4294,2025-08-16,XXL,Peach,Cotton,47.29,Limited Stock,TRUE,45 days,7 days,TRUE,234,38.78778597
Men Tshirts,787,3142,4.9,2551,2025-08-16,M,Pink,Tencel,74.96,Coming Soon,TRUE,15 days,2 days,TRUE,442,45.43869996
Men Tshirts,1379,1474,4.3,2362,2025-08-16,L,Yellow,Cotton,6.46,2-3 pieces left,TRUE,15 days,8 days,TRUE,435,40.40105529
Men Tshirts,1355,1822,3.6,4021,2025-08-16,M,Pink,Denim,25.67,Only 1 Left,TRUE,30 days,6 days,TRUE,485,36.87832445
Women Skirts,1474,2714,3.7,3577,2025-08-16,XL,Khaki,Rayon,45.69,Limited Stock,TRUE,30 days,1 days,TRUE,260,37.27546928
Women Jeans,390,758,4.1,3991,2025-08-16,XXL,Olive,Denim,48.6,Pre-Order,TRUE,15 days,7 days,TRUE,358,40.99739531
Women Tops,1264,2468,4.8,5243,2025-08-16,3XL,Beige,Viscose,48.8,Back in Stock,TRUE,10 days,4 days,TRUE,688,48.11123126
Women Tops,1540,7512,4.7,7098,2025-08-16,3XL,Cream,Viscose,79.5,In Stock,TRUE,30 days,4 days,TRUE,1410,48.67823328
Men Shirts,1077,3840,3.8,2386,2025-08-16,XL,White,Modal,71.96,Limited Stock,TRUE,15 days,1 days,TRUE,162,36.55561198
Women Hoodies,829,1333,4.4,3568,2025-08-16,XXL,Cream,Cotton Blend,37.83,Limited Stock,TRUE,30 days,4 days,TRUE,522,42.99217918
Women Hoodies,684,3235,4.3,2173,2025-08-16,M,Black,Spandex,78.86,Limited Stock,TRUE,30 days,8 days,TRUE,172,40.04259349
Women Hoodies,627,694,3.5,3007,2025-08-16,M,Purple,Silk,9.69,2-3 pieces left,TRUE,10 days,6 days,TRUE,369,35.0316074
Men Tshirts,1063,2630,3.7,0,2025-08-16,XL,Yellow,Rayon,59.59,Back in Stock,TRUE,15 days,5 days,TRUE,0,7
Women Tops,1101,1605,4.2,4479,2025-08-16,XL,Orange,Cashmere,31.41,Coming Soon,TRUE,10 days,8 days,TRUE,510,42.31098897
Men Shorts,885,1189,4.2,0,2025-08-16,XL,Teal,Bamboo,25.63,In Stock,TRUE,10 days,7 days,TRUE,0,7
Men Hoodies,1317,1790,4.2,206,2025-08-16,S,Brown,Cashmere,26.44,Coming Soon,TRUE,15 days,6 days,TRUE,38,29.39741893
Women Skirts,151,209,3.7,8501,2025-08-16,XL,Beige,Cotton Blend,27.93,Pre-Order,TRUE,15 days,3 days,TRUE,644,40.47780982
Women Hoodies,114,123,4.1,3485,2025-08-16,XXL,Coral,Linen,7.54,2-3 pieces left,FALSE,30 days,8 days,TRUE,422,35.94169193
Women Jeans,710,1085,3.7,5486,2025-08-16,XL,Navy,Hemp,34.57,Pre-Order,TRUE,10 days,8 days,TRUE,390,38.85750667
Men Jeans,1183,1289,3.8,3917,2025-08-16,XL,Pink,Cotton,8.25,Few Left,TRUE,45 days,4 days,TRUE,419,38.43867907
Men Tshirts,808,1349,3.6,5507,2025-08-16,S,Orange,Jersey,40.11,Few Left,TRUE,30 days,4 days,TRUE,1013,38.0102447
Women Hoodies,1075,2661,3.9,7366,2025-08-16,XXL,Beige,Cotton,59.61,Back in Stock,TRUE,30 days,7 days,TRUE,1282,41.7285868
Men Hoodies,842,1939,4.4,955,2025-08-16,3XL,Red,Bamboo,56.58,Few Left,TRUE,15 days,3 days,TRUE,138,37.19613482
Women Jeans,1375,1705,4,4960,2025-08-16,XL,Yellow,Rayon,19.37,Few Left,TRUE,30 days,6 days,TRUE,652,41.03745045
Women Jeans,1048,1230,4.3,7088,2025-08-16,XS,Beige,Viscose,14.82,Only 1 Left,FALSE,15 days,4 days,TRUE,969,40.62508813
Men Jeans,795,1059,4.3,5409,2025-08-16,XL,Pink,Wool,24.98,Back in Stock,TRUE,10 days,2 days,TRUE,1045,43.9628188
Women Dresses,1197,1867,4.5,0,2025-08-16,M,Blue,Cotton,35.91,Only 1 Left,TRUE,15 days,3 days,TRUE,0,7
Women Tops,1537,1832,3.6,5340,2025-08-16,XS,Rose Gold,Rayon,16.11,Coming Soon,TRUE,15 days,3 days,FALSE,885,35.39940545
Women Skirts,1745,5915,4.3,2299,2025-08-16,L,Maroon,Linen,70.5,In Stock,TRUE,15 days,6 days,TRUE,139,40.28485693
Women Dresses,1701,4397,4.3,351,2025-08-16,M,Red,Viscose,61.32,Coming Soon,TRUE,10 days,1 days,TRUE,64,32.21361406
Men Shorts,990,1287,4.8,4867,2025-08-16,M,Yellow,Hemp,23.08,Back in Stock,TRUE,30 days,1 days,TRUE,842,47.75410458
Men Shorts,1847,3651,4,5775,2025-08-16,XS,White,Polyester,49.42,Limited Stock,TRUE,45 days,3 days,TRUE,376,41.64586672
Women Dresses,1141,1230,3.7,1028,2025-08-16,XL,Sage,Viscose,7.27,Coming Soon,TRUE,15 days,3 days,FALSE,201,30.16446812
Women Tops,608,1098,3.8,9965,2025-08-16,3XL,Navy,Cotton,44.64,Limited Stock,TRUE,30 days,2 days,TRUE,538,41.9863514
Men Shirts,1261,1343,3.4,2607,2025-08-16,XL,Lavender,Jersey,6.16,Coming Soon,TRUE,45 days,6 days,TRUE,437,33.74555234
Women Skirts,1060,2450,4.4,3093,2025-08-16,3XL,Burgundy,Cotton,56.75,Limited Stock,FALSE,15 days,7 days,TRUE,175,37.86376814
Women Jeans,980,1096,3.7,319,2025-08-16,XL,Sage,Denim,10.64,In Stock,TRUE,10 days,7 days,TRUE,32,28.34278768
Women Jeans,263,1122,4,2629,2025-08-16,3XL,Grey,Modal,76.57,Few Left,TRUE,30 days,3 days,TRUE,404,38.4989565
Men Tshirts,868,1693,3.5,6153,2025-08-16,XS,Burgundy,Rayon,48.76,2-3 pieces left,TRUE,45 days,5 days,TRUE,1050,37.53700145
Women Jeans,848,1245,4.2,3771,2025-08-16,XS,Brown,Bamboo,31.9,Back in Stock,TRUE,15 days,2 days,TRUE,701,41.5885147
Women Hoodies,1690,3260,4,2083,2025-08-16,XXL,Khaki,Polyester,48.16,Coming Soon,TRUE,15 days,2 days,TRUE,191,37.56817761
Women Tops,789,1333,3.5,1442,2025-08-16,3XL,Pink,Fleece,40.85,Few Left,TRUE,10 days,2 days,TRUE,251,32.46067846
Women Jeans,834,1153,4.2,5204,2025-08-16,M,Peach,Jersey,27.71,Pre-Order,TRUE,15 days,5 days,TRUE,965,42.94097492
Men Tshirts,780,3760,3.4,3055,2025-08-16,XXL,Beige,Viscose,79.26,Coming Soon,TRUE,45 days,3 days,TRUE,260,34.28453131
Men Hoodies,964,1118,4.1,3557,2025-08-16,S,Mustard,Linen,13.79,Few Left,TRUE,15 days,2 days,TRUE,565,40.52551086
Women Jeans,1206,1910,3.7,2825,2025-08-16,3XL,Peach,Modal,36.86,Only 1 Left,TRUE,15 days,1 days,TRUE,542,36.40248498
Men Shirts,1895,2056,4.1,1493,2025-08-16,XS,Coral,Fleece,7.84,In Stock,TRUE,15 days,3 days,TRUE,287,36.9677707
Men Shirts,486,517,4.1,0,2025-08-16,S,Teal,Cotton,6.02,Limited Stock,TRUE,45 days,7 days,TRUE,0,7
Men Shorts,1122,2026,3.9,112,2025-08-16,M,Cream,Polyester,44.63,2-3 pieces left,TRUE,30 days,8 days,TRUE,13,25.43681249
Men Shorts,689,1881,4.3,3708,2025-08-16,3XL,Khaki,Lycra,63.38,In Stock,TRUE,10 days,7 days,TRUE,602,42.33962558
Women Tops,605,2196,3.9,2919,2025-08-16,S,Peach,Linen,72.46,In Stock,TRUE,15 days,4 days,TRUE,249,38.11942169
Women Skirts,367,1324,4.7,137,2025-08-16,S,Coral,Wool,72.3,Limited Stock,TRUE,45 days,1 days,TRUE,18,30.15809232
Women Tops,293,361,4.2,5375,2025-08-16,XS,White,Fleece,18.85,Few Left,TRUE,10 days,4 days,TRUE,770,43.07673951
Women Jeans,341,368,3.9,4012,2025-08-16,XXL,Burgundy,Lycra,7.52,Back in Stock,FALSE,15 days,1 days,TRUE,563,34.85944804
Men Shorts,992,2349,3.5,3185,2025-08-16,L,Green,Bamboo,57.78,Coming Soon,TRUE,10 days,3 days,TRUE,160,35.23282522
Men Shorts,796,1129,4.2,5856,2025-08-16,XXL,Sage,Bamboo,29.51,Coming Soon,TRUE,15 days,4 days,TRUE,333,43.43664979
Women Tops,942,1226,4.3,4897,2025-08-16,3XL,Green,Wool,23.22,Back in Stock,TRUE,45 days,3 days,TRUE,934,43.53530362
Women Tops,1449,2471,4.1,5829,2025-08-16,XXL,Turquoise,Viscose,41.38,In Stock,FALSE,10 days,2 days,TRUE,679,38.05016635
Women Dresses,1029,1259,4,3380,2025-08-16,XXL,Red,Cotton Blend,18.33,Coming Soon,FALSE,10 days,8 days,TRUE,319,35.00370721
Men Tshirts,491,823,4,2094,2025-08-16,XXL,Pink,Cotton Blend,40.38,Back in Stock,TRUE,30 days,4 days,TRUE,325,37.58923533
Women Hoodies,933,3122,3.9,3644,2025-08-16,XXL,Turquoise,Rayon,70.12,In Stock,TRUE,45 days,1 days,FALSE,383,36.48433541
Women Skirts,734,1329,3.4,7624,2025-08-16,S,Brown,Lycra,44.81,2-3 pieces left,TRUE,30 days,5 days,TRUE,1424,37.39323785
Women Skirts,867,3224,4,4422,2025-08-16,S,Charcoal,Polyester,73.11,Only 1 Left,TRUE,15 days,6 days,TRUE,390,40.57829391
Men Hoodies,1469,2009,4.2,0,2025-08-16,L,Black,Cashmere,26.89,Only 1 Left,TRUE,30 days,2 days,TRUE,0,7
Men Jeans,1646,2824,4.3,2361,2025-08-16,3XL,Sage,Jersey,41.73,Coming Soon,TRUE,15 days,1 days,TRUE,332,40.39923519
Women Skirts,199,287,4,5739,2025-08-16,XL,Mint,Spandex,30.79,Back in Stock,TRUE,30 days,7 days,FALSE,665,39.12085796
Men Shirts,812,1009,3.9,811,2025-08-16,XXL,Mustard,Modal,19.54,Back in Stock,TRUE,15 days,7 days,TRUE,134,33.12805133
Women Hoodies,663,802,3.6,1131,2025-08-16,S,Burgundy,Bamboo,17.36,Pre-Order,TRUE,15 days,6 days,FALSE,69,29.81426853
Women Dresses,851,1679,4.3,2635,2025-08-16,S,Turquoise,Denim,49.33,In Stock,TRUE,15 days,4 days,TRUE,169,40.87117695
Men Tshirts,663,1802,3.8,1421,2025-08-16,S,Beige,Wool,63.21,Back in Stock,TRUE,45 days,6 days,TRUE,143,34.58731452
Men Hoodies,1024,1144,3.8,0,2025-08-16,3XL,Grey,Cotton,10.54,In Stock,TRUE,30 days,4 days,TRUE,0,7
Men Jeans,685,1693,3.5,2505,2025-08-16,S,Cream,Linen,59.54,Coming Soon,TRUE,15 days,7 days,TRUE,296,34.39255097
Men Shirts,1161,2139,4,2398,2025-08-16,XS,Rose Gold,Fleece,45.74,Limited Stock,TRUE,10 days,7 days,TRUE,468,38.13122905
Women Tops,1658,4383,4,3293,2025-08-16,S,Yellow,Tencel,62.18,Limited Stock,TRUE,45 days,7 days,TRUE,467,39.39943164
Men Hoodies,1904,2333,4.8,822,2025-08-16,3XL,Blue,Denim,18.4,Coming Soon,TRUE,15 days,7 days,TRUE,112,39.22218976
Men Shorts,1224,3592,3.5,975,2025-08-16,S,Grey,Polyester,65.93,Coming Soon,TRUE,30 days,6 days,TRUE,104,31.09211905
Women Tops,1157,1605,4.1,6802,2025-08-16,XXL,Navy,Fleece,27.92,2-3 pieces left,TRUE,30 days,2 days,TRUE,597,43.18298778
Men Hoodies,1343,3889,3.3,4052,2025-08-16,3XL,Maroon,Spandex,65.47,Coming Soon,TRUE,10 days,4 days,TRUE,800,34.41380167
Men Hoodies,1108,4096,3.8,623,2025-08-16,XXL,Orange,Viscose,72.95,2-3 pieces left,TRUE,15 days,8 days,TRUE,85,31.4573714
Women Dresses,1818,2647,4.1,4654,2025-08-16,XS,Beige,Lycra,31.32,Only 1 Left,FALSE,10 days,1 days,TRUE,246,37.12735848
Women Hoodies,565,2051,3.5,2287,2025-08-16,XXL,Mint,Bamboo,72.46,2-3 pieces left,TRUE,15 days,2 days,TRUE,351,34.07401673
Men Shorts,511,724,4.2,5955,2025-08-16,3XL,Charcoal,Polyester,29.42,Few Left,TRUE,15 days,7 days,TRUE,921,43.50704845
Men Hoodies,779,2755,4,5340,2025-08-16,XS,Beige,Polyester,71.73,Back in Stock,TRUE,30 days,7 days,FALSE,479,38.83267272
Women Jeans,1204,1658,4.3,9587,2025-08-16,S,Yellow,Linen,27.41,Coming Soon,TRUE,45 days,8 days,TRUE,1459,46.42355066
Women Tops,1122,2458,3.8,4908,2025-08-16,XS,Grey,Linen,54.37,In Stock,TRUE,15 days,2 days,TRUE,653,39.29553703
Men Jeans,100,126,4.1,3250,2025-08-16,XL,Rose Gold,Silk,20.65,Only 1 Left,TRUE,10 days,3 days,TRUE,559,40.15554347
Women Hoodies,427,1197,3.5,3842,2025-08-16,M,Brown,Fleece,64.35,Few Left,TRUE,30 days,6 days,TRUE,433,35.88903007
Men Jeans,544,1668,3.8,3011,2025-08-16,S,Green,Tencel,67.4,Coming Soon,TRUE,15 days,4 days,TRUE,401,37.43936644
Men Jeans,593,1328,4.4,2407,2025-08-16,XL,Purple,Polyester,55.36,2-3 pieces left,TRUE,30 days,1 days,TRUE,161,41.26082795
Women Jeans,1177,1327,4.3,983,2025-08-16,XS,Coral,Cotton,11.36,Only 1 Left,TRUE,30 days,1 days,TRUE,70,36.63399136
Men Shorts,1945,7573,3.5,2063,2025-08-16,L,Lavender,Silk,74.32,2-3 pieces left,TRUE,10 days,8 days,TRUE,338,33.71340394
Women Dresses,1237,2156,4.2,9406,2025-08-16,XS,Yellow,Viscose,42.63,Coming Soon,TRUE,15 days,8 days,TRUE,680,45.42667936
Women Hoodies,1015,1394,4,1679,2025-08-16,XXL,Brown,Linen,27.24,Coming Soon,TRUE,45 days,8 days,TRUE,302,36.70619629
Women Dresses,596,2647,3.1,555,2025-08-16,XXL,Coral,Hemp,77.49,Few Left,TRUE,15 days,6 days,TRUE,43,26.59438171
Men Tshirts,842,1447,3.6,2621,2025-08-16,S,Charcoal,Cotton Blend,41.85,Few Left,TRUE,45 days,7 days,TRUE,283,35.33809359
Men Hoodies,563,950,4.3,0,2025-08-16,XS,Coral,Hemp,40.74,2-3 pieces left,FALSE,30 days,7 days,FALSE,0,0
Women Dresses,1208,5227,3.9,3228,2025-08-16,XL,Coral,Wool,76.89,Back in Stock,TRUE,10 days,6 days,TRUE,380,38.51171831
Men Shorts,1955,2736,4,6514,2025-08-16,XS,Maroon,Lycra,28.57,Back in Stock,TRUE,15 days,2 days,TRUE,891,42.12744996
Men Hoodies,825,1346,3.9,4166,2025-08-16,XS,Khaki,Denim,38.71,Coming Soon,TRUE,45 days,4 days,TRUE,516,39.50631136
Men Shirts,1878,2336,4.2,3193,2025-08-16,S,Burgundy,Polyester,19.61,Coming Soon,TRUE,45 days,3 days,TRUE,539,40.88992318
Men Shirts,2092,5584,4.3,3075,2025-08-16,S,Sage,Modal,62.54,2-3 pieces left,TRUE,45 days,6 days,TRUE,342,41.53495692
Women Hoodies,1395,2936,4,5436,2025-08-16,S,White,Lycra,52.49,In Stock,TRUE,10 days,4 days,TRUE,881,41.40393087
Women Dresses,1204,3464,3.4,4579,2025-08-16,L,Black,Linen,65.25,Coming Soon,TRUE,10 days,6 days,TRUE,302,35.66014454
Women Jeans,1075,1193,4,3964,2025-08-16,3XL,Sage,Rayon,9.93,Limited Stock,FALSE,15 days,8 days,FALSE,673,33.14104454
Men Shirts,840,2427,4.2,7854,2025-08-16,L,Green,Rayon,65.39,Limited Stock,TRUE,10 days,1 days,TRUE,1527,44.66940331
Women Jeans,1111,1334,3.3,5756,2025-08-16,XXL,Black,Modal,16.77,2-3 pieces left,TRUE,10 days,2 days,TRUE,1035,35.57196689
Women Jeans,1798,2695,3.7,10283,2025-08-16,XXL,Orange,Cotton Blend,33.3,Coming Soon,TRUE,15 days,3 days,TRUE,1880,41.1818749
Men Hoodies,1194,1370,4.4,9849,2025-08-16,XXL,Navy,Modal,12.87,Few Left,FALSE,10 days,2 days,TRUE,1410,42.95899763
Women Jeans,332,827,3.9,390,2025-08-16,M,Khaki,Cotton,59.89,Limited Stock,TRUE,10 days,4 days,TRUE,23,30.27795948
Men Jeans,1046,3768,3.7,2281,2025-08-16,XS,Purple,Modal,72.24,2-3 pieces left,TRUE,10 days,4 days,TRUE,119,35.61138786
Men Shirts,680,1169,4.2,2121,2025-08-16,M,Green,Jersey,41.87,2-3 pieces left,TRUE,45 days,5 days,TRUE,213,39.17248014
Women Hoodies,1013,3116,3.6,774,2025-08-16,S,Beige,Denim,67.5,Pre-Order,TRUE,10 days,5 days,TRUE,40,30.95030691
Men Jeans,1316,5026,4.6,2372,2025-08-16,M,Olive,Polyester,73.82,Limited Stock,TRUE,10 days,6 days,TRUE,270,42.75078718
Women Hoodies,1340,3548,3.8,2552,2025-08-16,L,Purple,Spandex,62.24,2-3 pieces left,TRUE,15 days,1 days,TRUE,203,36.81109279
Women Jeans,1456,5207,3.9,2521,2025-08-16,3XL,Pink,Polyester,72.04,Few Left,FALSE,45 days,6 days,TRUE,361,33.04794931
Women Tops,1130,2345,4.4,3232,2025-08-16,XS,Charcoal,Lycra,51.82,Few Left,TRUE,10 days,8 days,TRUE,367,42.55712942
Women Dresses,1468,3711,3.8,1797,2025-08-16,L,Khaki,Spandex,60.45,Limited Stock,TRUE,30 days,3 days,TRUE,154,35.47883482
Men Hoodies,1524,1762,4.1,2330,2025-08-16,3XL,Khaki,Polyester,13.55,Back in Stock,TRUE,15 days,1 days,TRUE,163,38.79161582
Men Shirts,1310,1734,3.8,1738,2025-08-16,XS,Lavender,Spandex,24.47,2-3 pieces left,TRUE,15 days,8 days,TRUE,283,35.35204895
Men Jeans,450,528,4.8,3766,2025-08-16,XXL,Teal,Wool,14.86,In Stock,TRUE,30 days,3 days,TRUE,433,46.5233642
Women Hoodies,1269,4928,3.8,6048,2025-08-16,S,Teal,Cotton Blend,74.25,Back in Stock,TRUE,30 days,8 days,TRUE,1197,40.08906334
Men Hoodies,675,2376,4.2,263,2025-08-16,XL,Mint,Cotton,71.6,Coming Soon,TRUE,30 days,4 days,TRUE,33,30.41898623
Women Dresses,962,2639,4.9,1885,2025-08-16,3XL,Lavender,Hemp,63.55,Only 1 Left,TRUE,10 days,5 days,TRUE,187,43.95684597
Men Jeans,1279,3067,4.1,5250,2025-08-16,XXL,Teal,Hemp,58.31,Back in Stock,TRUE,15 days,6 days,TRUE,921,42.12131264
Women Dresses,1487,3394,4.2,7190,2025-08-16,XL,Cream,Wool,56.19,Coming Soon,TRUE,45 days,1 days,TRUE,646,44.2984592
Men Tshirts,408,566,3.6,10501,2025-08-16,S,Burgundy,Bamboo,27.92,In Stock,TRUE,45 days,2 days,TRUE,1360,40.33355558
Men Hoodies,1405,4013,4,2204,2025-08-16,3XL,Peach,Rayon,64.99,Pre-Order,TRUE,30 days,1 days,FALSE,403,35.29393115
Men Shorts,1141,5485,3.7,4837,2025-08-16,XS,Rose Gold,Cotton Blend,79.2,Only 1 Left,TRUE,10 days,5 days,TRUE,482,38.39174976
Men Tshirts,872,1383,3.8,1096,2025-08-16,L,Olive,Denim,36.99,Limited Stock,FALSE,15 days,6 days,TRUE,189,29.10127095
Women Jeans,1302,3121,4.1,4260,2025-08-16,XS,Pink,Modal,58.29,In Stock,TRUE,45 days,5 days,TRUE,388,41.26476253
Men Shirts,1579,3947,4,5397,2025-08-16,XL,Turquoise,Tencel,60,Limited Stock,TRUE,10 days,6 days,TRUE,1048,41.37513517
Men Shorts,1291,5137,4.5,4660,2025-08-16,L,Olive,Cotton Blend,74.87,Limited Stock,TRUE,45 days,3 days,TRUE,522,45.01143383
Women Jeans,1458,3832,4.4,6152,2025-08-16,XL,Sage,Bamboo,61.96,Limited Stock,TRUE,10 days,5 days,TRUE,402,45.38865821
Women Jeans,1168,1701,3.8,2055,2025-08-16,3XL,Yellow,Silk,31.36,Limited Stock,TRUE,30 days,6 days,TRUE,146,35.98836698
Women Dresses,283,701,4,6084,2025-08-16,3XL,Yellow,Viscose,59.64,Only 1 Left,TRUE,15 days,3 days,TRUE,586,41.85432802
Women Tops,1547,3594,4.4,3801,2025-08-16,3XL,Navy,Wool,56.96,Coming Soon,TRUE,15 days,6 days,TRUE,639,43.2704431
Men Shorts,1348,2532,3.9,4121,2025-08-16,S,Green,Fleece,46.78,Limited Stock,FALSE,15 days,7 days,TRUE,432,34.96396567
Women Jeans,1167,5084,4.2,3640,2025-08-16,XS,Mint,Wool,77.05,Pre-Order,TRUE,30 days,5 days,TRUE,631,41.44005732
Women Skirts,1095,1589,3.6,5740,2025-08-16,L,Black,Modal,31.11,In Stock,TRUE,30 days,3 days,FALSE,760,35.65939928
Men Shirts,1564,1847,4,3498,2025-08-16,M,Grey,Fleece,15.35,Only 1 Left,TRUE,30 days,7 days,TRUE,545,39.64092997
Men Shirts,589,2141,3.3,1650,2025-08-16,3XL,Maroon,Hemp,72.49,Pre-Order,TRUE,10 days,5 days,TRUE,145,31.45015026
Men Shirts,914,1608,4.5,1983,2025-08-16,XL,Brown,Viscose,43.19,Pre-Order,TRUE,30 days,4 days,TRUE,108,41.1679163
Women Dresses,1308,3657,4,2873,2025-08-16,XXL,Olive,Wool,64.24,In Stock,TRUE,30 days,4 days,TRUE,558,38.85384027
Women Hoodies,1854,3094,4,1566,2025-08-16,XXL,Charcoal,Tencel,40.08,In Stock,TRUE,45 days,2 days,TRUE,102,36.42767297
Men Tshirts,1685,2294,4.4,6593,2025-08-16,3XL,Purple,Cashmere,26.55,Back in Stock,TRUE,15 days,6 days,TRUE,396,45.69322786
Men Tshirts,899,1064,3.7,2396,2025-08-16,L,Mint,Silk,15.53,Coming Soon,TRUE,30 days,7 days,FALSE,203,33.29330097
Men Shirts,616,2100,4.1,5416,2025-08-16,XXL,Olive,Modal,70.67,Few Left,TRUE,45 days,2 days,TRUE,1057,42.24891949
Women Tops,1432,2486,5,2199,2025-08-16,XL,Khaki,Bamboo,42.42,Coming Soon,TRUE,30 days,4 days,TRUE,402,45.4810632
Men Hoodies,1087,2766,3.9,607,2025-08-16,XS,Beige,Denim,60.71,Pre-Order,TRUE,45 days,2 days,TRUE,93,31.99968204
Women Skirts,1490,1855,3.8,465,2025-08-16,S,Lavender,Wool,19.68,Coming Soon,TRUE,10 days,5 days,TRUE,87,30.34790541
Men Tshirts,1695,1989,3.7,3914,2025-08-16,XS,Olive,Polyester,14.82,Few Left,TRUE,30 days,6 days,TRUE,397,37.60851125
Women Skirts,1168,2027,3.3,0,2025-08-16,M,Burgundy,Bamboo,42.39,Limited Stock,TRUE,30 days,2 days,TRUE,0,7
Women Jeans,940,1091,4.5,1061,2025-08-16,S,Beige,Bamboo,13.88,Few Left,TRUE,45 days,8 days,TRUE,134,38.35559141
Men Tshirts,622,1610,3.7,1651,2025-08-16,XXL,Purple,Rayon,61.39,2-3 pieces left,TRUE,30 days,2 days,TRUE,182,34.41604523
Men Shorts,960,2521,3.9,748,2025-08-16,XS,Yellow,Hemp,61.92,Back in Stock,TRUE,45 days,1 days,TRUE,147,32.81308204
Women Skirts,1033,1376,3.9,6349,2025-08-16,S,Olive,Polyester,24.97,In Stock,TRUE,30 days,7 days,TRUE,344,41.14921936
Women Hoodies,385,875,4.4,2371,2025-08-16,XS,Rose Gold,Modal,56.03,Pre-Order,FALSE,15 days,4 days,TRUE,458,36.69455054
Women Hoodies,1954,4294,3.3,3381,2025-08-16,XS,Khaki,Cotton Blend,54.5,2-3 pieces left,TRUE,15 days,7 days,TRUE,634,33.81653435
Men Hoodies,846,2191,4.1,3233,2025-08-16,3XL,Olive,Silk,61.4,Few Left,TRUE,45 days,1 days,TRUE,563,40.13404766
Men Jeans,1703,4881,4.1,3440,2025-08-16,3XL,Navy,Hemp,65.11,2-3 pieces left,TRUE,30 days,6 days,TRUE,347,40.38842136
Women Hoodies,399,460,3.6,7342,2025-08-16,L,Burgundy,Cashmere,13.39,Limited Stock,TRUE,30 days,7 days,TRUE,1363,39.04540993
Men Hoodies,2108,3753,4.3,648,2025-08-16,XXL,Charcoal,Spandex,43.84,Limited Stock,TRUE,10 days,4 days,TRUE,58,34.84436068
